MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          SoilIndex   
10.65       53.12       0.9977      0.3877      1.597       38.87       9.718       0.00479     0.6721      0.3524      0.5866      1           
2.384       70.05       0.9798      0.1111      1.737       31.67       7.917       0.008464    0.6491      0.8432      0.2086      1           
0.9632      75.17       0.9566      0.4187      1.805       64.67       16.17       0.008634    0.66        1.157       0.7938      1           
2.536       67.86       0.9691      0.2926      1.503       80.9        20.23       0.009414    0.8274      0.7151      0.4314      1           
0.8025      53.2        0.96        0.3283      1.453       77.54       19.38       0.009389    0.7666      1.167       0.08584     1           
0.02056     75.33       0.981       0.4768      2.024       27.36       6.841       0.004469    0.6524      1.043       0.3203      1           
1.65        70.71       0.9732      0.4826      1.543       69.95       17.49       0.01076     0.8299      0.2082      0.177       1           
2.768       71.43       0.9898      0.3303      1.874       65.33       16.33       0.004976    0.7276      0.05048     0.9196      1           
0.1152      30.89       0.9704      0.3947      1.358       58.96       14.74       0.01081     0.745       0.1476      0.05103     1           
6.06        40.92       0.9783      0.2804      1.439       53.15       13.29       0.009736    0.7361      0.6858      0.285       1           
4.04        38.77       0.9849      0.4841      1.992       82.4        20.6        0.006716    0.7128      1.304       0.2837      1           
0.5412      49.58       0.9878      0.3601      2.044       43.44       10.86       0.003117    0.6883      0.4207      0.1631      1           
4.678       69.04       0.9524      0.2455      1.356       46.15       11.54       0.008387    0.8007      0.3003      0.5074      1           
3.329       43.77       0.9828      0.344       1.721       69.89       17.47       0.0065      0.6923      0.7412      0.5644      1           
8.858       60.78       0.977       0.1007      1.939       53.56       13.39       0.008255    0.7525      0.4448      0.5399      1           
0.03114     70.44       0.9542      0.4207      1.657       76.24       19.06       0.01088     0.7493      1.935       0.6774      1           
1.411       63.79       0.9892      0.2736      1.397       67.34       16.84       0.007249    0.6135      0.99        0.9209      1           
4.585       60.52       0.963       0.1169      1.667       42.01       10.5        0.01044     0.641       0.7952      0.9641      1           
0.4804      32.85       0.9635      0.3694      1.596       29.16       7.289       0.005946    0.8186      0.885       0.05847     1           
1.126       32.9        0.9576      0.2983      2.119       57.2        14.3        0.007436    0.7059      1.713       0.7433      1           
2.428       42.7        0.9854      0.2787      1.315       57.58       14.39       0.003734    0.6547      1.199       0.3231      1           
12.7        60.19       0.956       0.3732      1.501       69.86       17.47       0.00682     0.7195      0.3539      1.091       1           
2.616       43.27       0.9575      0.4207      1.949       89.32       22.33       0.003974    0.715       0.2664      0.4288      1           
3.198       64.15       0.9966      0.4461      1.727       84.03       21.01       0.007843    0.7813      0.1628      0.9783      1           
6.853       56.29       0.971       0.2256      1.462       67.56       16.89       0.005785    0.7346      0.6407      0.3249      1           
0.09386     55.23       0.9623      0.2301      2.172       49.17       12.29       0.003824    0.7647      1.477       0.8869      1           
0.3406      60.66       0.9589      0.1396      1.755       73.57       18.39       0.01051     0.6662      0.4686      0.845       1           
4.278       50.75       0.9686      0.312       1.371       51.7        12.92       0.009002    0.7756      1.45        0.8428      1           
3.726       72.29       0.9654      0.4313      1.757       74.9        18.72       0.01094     0.6912      0.6946      0.8701      1           
0.121       53.39       0.9644      0.2981      1.34        42.65       10.66       0.004965    0.7314      0.1683      0.7005      1           
0.04904     58.43       0.9903      0.3317      2.181       39.2        9.8         0.009409    0.6667      1.128       0.0991      1           
3.129       42.12       0.9855      0.2846      2.031       42.81       10.7        0.004141    0.7756      0.7896      0.9113      1           
0.8315      46.4        0.9819      0.4537      1.626       46.06       11.51       0.009321    0.8224      1.521       0.4035      1           
0.16        65.35       0.9641      0.2806      1.295       54.94       13.74       0.00612     0.7664      1.25        0.9385      1           
3.82        70.18       0.9845      0.2559      1.389       82.07       20.52       0.008877    0.7487      0.6751      0.3875      1           
3.604       56.86       0.9886      0.4083      1.9         51.13       12.78       0.00794     0.7348      1.059       0.3756      1           
1.039       74.72       0.9938      0.4315      2.14        71.54       17.88       0.009249    0.8301      0.3216      0.1837      1           
0.1931      67.36       0.9621      0.2846      2.175       73.87       18.47       0.00658     0.8129      0.421       0.1897      1           
3.233       71.93       0.9523      0.3802      1.288       58.32       14.58       0.00785     0.8202      0.8265      0.6481      1           
1.269       38.9        0.9607      0.3778      1.626       39.35       9.839       0.01072     0.7903      0.4672      0.1659      1           
2.738       62.42       0.9506      0.2729      1.848       88.41       22.1        0.009591    0.6208      1.092       0.09941     1           
0.2349      53.47       0.977       0.2565      1.334       44.06       11.01       0.01063     0.6773      0.9068      0.6138      1           
10.8        52.19       0.9957      0.4771      1.503       60.27       15.07       0.009367    0.739       0.1714      0.5629      1           
8.321       47.35       0.9556      0.4056      1.286       43.74       10.93       0.005459    0.8009      0.1669      0.4836      1           
7.614       43.4        0.9873      0.1984      1.466       33.1        8.274       0.00922     0.7927      0.3675      0.3187      1           
